Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,Yes,Travel_Frequently,434,Research & Development,23,2,Human Resources,1,438,1,Female,98,4,3,Laboratory Technician,3,Single,2810,7763,0,Yes,Y,12,3,3,2,37,5,1,7,14,2,10
28,No,Travel_Rarely,1226,Research & Development,27,4,Marketing,1,439,3,Female,81,4,5,Sales Executive,2,Married,8746,2125,6,No,Y,18,3,3,3,30,5,4,9,11,2,2
46,No,Non-Travel,1267,Research & Development,17,3,Human Resources,1,440,3,Female,40,2,1,Manager,2,Divorced,9079,7874,5,Yes,Y,22,4,2,2,9,1,2,5,10,0,3
33,Yes,Non-Travel,570,Research & Development,10,5,Medical,1,441,4,Female,30,2,4,Human Resources,3,Single,18161,18677,3,Yes,Y,21,3,1,2,7,2,1,6,9,2,8
34,No,Travel_Rarely,1450,Human Resources,7,4,Technical Degree,1,442,2,Male,38,2,3,Healthcare Representative,4,Divorced,5425,8463,2,No,Y,14,3,4,2,29,5,3,18,14,9,10
29,No,Non-Travel,322,Human Resources,3,5,Other,1,443,2,Female,31,2,5,Sales Executive,3,Married,5556,16248,1,Yes,Y,23,4,3,2,14,5,4,8,1,9,11
28,No,Travel_Frequently,233,Sales,3,2,Marketing,1,444,3,Female,92,1,3,Manufacturing Director,4,Married,18137,10812,3,No,Y,17,3,4,3,34,3,1,8,8,8,10
43,No,Non-Travel,970,Sales,16,5,Technical Degree,1,445,1,Male,32,2,2,Research Scientist,4,Single,9767,21874,6,Yes,Y,11,3,1,3,3,2,1,17,7,2,1
28,Yes,Travel_Frequently,1370,Human Resources,25,2,Technical Degree,1,446,2,Male,80,3,1,Manufacturing Director,1,Single,12130,4743,2,Yes,Y,19,3,1,3,35,5,2,13,4,4,1
25,No,Non-Travel,1278,Sales,25,5,Human Resources,1,447,3,Male,79,1,1,Laboratory Technician,1,Married,7884,23878,1,Yes,Y,23,3,4,3,16,4,1,12,9,6,4
58,No,Travel_Rarely,1292,Sales,15,5,Marketing,1,448,1,Male,30,1,4,Manager,3,Divorced,6143,27682,7,Yes,Y,18,4,1,0,5,0,2,12,5,6,9
24,No,Non-Travel,326,Sales,17,5,Marketing,1,449,1,Male,65,3,4,Manufacturing Director,1,Divorced,17830,14124,0,No,Y,23,3,2,3,8,1,4,16,3,0,1
26,No,Non-Travel,1395,Research & Development,1,4,Technical Degree,1,450,1,Female,52,1,5,Healthcare Representative,1,Divorced,19665,20992,0,Yes,Y,19,3,4,2,23,4,1,13,3,8,11
56,No,Non-Travel,552,Sales,24,3,Other,1,451,4,Male,48,3,3,Healthcare Representative,4,Divorced,11290,5104,3,No,Y,19,3,1,0,1,0,2,17,9,3,6
28,No,Travel_Rarely,1200,Sales,18,3,Life Sciences,1,452,3,Female,90,1,3,Research Scientist,2,Married,5794,18729,6,Yes,Y,12,3,1,1,21,2,1,9,13,6,3
22,No,Travel_Frequently,291,Research & Development,10,1,Medical,1,453,3,Male,42,4,1,Sales Executive,3,Single,6503,9955,2,No,Y,12,3,1,3,12,6,1,15,13,8,9
25,No,Travel_Frequently,447,Human Resources,10,4,Medical,1,454,3,Male,32,2,2,Human Resources,3,Single,3493,2240,9,Yes,Y,11,3,2,3,31,1,2,0,13,3,6
54,No,Travel_Frequently,1378,Sales,28,5,Marketing,1,455,1,Female,34,3,5,Manager,1,Married,9245,28117,4,No,Y,24,3,1,0,20,0,1,16,10,1,10
32,Yes,Travel_Frequently,1144,Human Resources,1,3,Marketing,1,456,4,Male,47,1,2,Laboratory Technician,2,Married,6146,13988,2,No,Y,16,3,2,1,39,2,4,15,14,6,1
36,No,Travel_Frequently,1470,Human Resources,9,1,Medical,1,457,2,Female,63,3,4,Manager,2,Married,8682,10540,2,Yes,Y,12,4,1,0,13,6,2,18,1,0,12
41,Yes,Travel_Rarely,1182,Human Resources,21,2,Life Sciences,1,458,4,Male,72,4,3,Manager,2,Married,9955,4325,7,No,Y,17,3,1,0,39,1,1,10,9,6,14
50,No,Non-Travel,746,Sales,16,5,Marketing,1,459,1,Female,58,2,4,Healthcare Representative,1,Married,11630,8034,8,No,Y,17,3,2,2,37,4,2,16,5,9,11
27,No,Travel_Rarely,852,Human Resources,10,4,Human Resources,1,460,3,Male,99,1,1,Manager,4,Divorced,10334,3455,8,No,Y,20,3,1,0,34,6,4,12,9,3,4
30,No,Travel_Frequently,261,Sales,11,3,Medical,1,461,1,Female,38,2,3,Human Resources,3,Married,5661,27641,6,No,Y,13,3,3,0,31,3,4,5,7,0,7
51,No,Travel_Rarely,1385,Sales,18,2,Technical Degree,1,462,3,Female,60,3,3,Laboratory Technician,4,Divorced,19952,14174,9,Yes,Y,17,3,4,0,16,5,4,11,6,1,12
38,No,Non-Travel,1370,Sales,14,4,Life Sciences,1,463,3,Male,60,2,5,Healthcare Representative,2,Married,3996,4890,4,No,Y,11,3,2,3,6,5,2,6,12,2,9
34,No,Non-Travel,177,Human Resources,26,2,Technical Degree,1,464,4,Female,30,2,1,Sales Executive,1,Single,17008,5608,9,No,Y,15,3,2,1,0,1,4,14,0,8,10
19,Yes,Non-Travel,565,Research & Development,24,2,Life Sciences,1,465,1,Female,48,4,3,Healthcare Representative,1,Married,12894,2947,1,No,Y,14,3,3,3,10,2,1,11,10,2,2
41,No,Travel_Rarely,713,Sales,26,4,Life Sciences,1,466,4,Male,70,4,1,Healthcare Representative,1,Married,16275,18490,7,Yes,Y,21,3,1,3,8,6,2,15,8,5,10
54,No,Non-Travel,203,Human Resources,5,1,Other,1,467,3,Female,47,3,1,Manufacturing Director,4,Single,2697,2215,4,No,Y,24,3,1,3,22,4,2,16,6,2,12
19,No,Travel_Rarely,547,Human Resources,7,3,Technical Degree,1,468,2,Female,47,4,4,Human Resources,1,Married,14543,18630,9,Yes,Y,20,3,4,0,38,5,4,0,7,9,9
51,No,Travel_Frequently,954,Human Resources,6,3,Human Resources,1,469,1,Female,70,3,4,Healthcare Representative,3,Divorced,12603,27427,1,No,Y,15,4,2,3,11,5,1,12,2,1,14
28,Yes,Non-Travel,1489,Human Resources,20,3,Technical Degree,1,470,3,Male,94,1,4,Sales Executive,4,Single,12716,2671,1,No,Y,22,3,2,0,35,6,4,13,0,2,13
52,No,Non-Travel,943,Research & Development,28,3,Life Sciences,1,471,3,Female,90,2,4,Laboratory Technician,1,Divorced,9978,4028,7,No,Y,14,3,1,2,34,5,1,11,6,2,4
19,No,Non-Travel,1259,Human Resources,19,5,Human Resources,1,472,3,Male,48,2,5,Research Scientist,1,Married,11202,23103,9,Yes,Y,20,3,4,0,1,1,1,19,14,7,14
38,No,Travel_Rarely,346,Sales,7,5,Other,1,473,3,Female,39,3,3,Healthcare Representative,4,Divorced,13631,2729,3,No,Y,19,4,1,3,34,2,4,4,8,4,4
31,No,Non-Travel,1122,Human Resources,21,4,Marketing,1,474,4,Female,38,1,4,Manager,4,Divorced,16582,2115,1,Yes,Y,19,3,2,2,29,6,3,2,13,8,11
46,No,Travel_Frequently,760,Research & Development,23,1,Life Sciences,1,475,3,Female,92,4,2,Research Scientist,1,Divorced,17620,16224,3,No,Y,13,3,4,2,14,3,1,16,1,7,11
27,No,Travel_Frequently,140,Human Resources,20,5,Other,1,476,3,Male,45,4,1,Sales Executive,2,Married,16358,28960,4,Yes,Y,19,3,1,2,29,1,1,19,12,1,1
23,No,Travel_Frequently,660,Human Resources,23,2,Technical Degree,1,477,4,Male,92,1,3,Laboratory Technician,4,Married,19679,8123,1,No,Y,13,3,1,2,26,3,2,16,13,9,4
32,No,Travel_Rarely,775,Sales,9,3,Other,1,478,1,Male,69,2,3,Manager,1,Married,14434,22771,8,No,Y,15,3,4,1,32,0,4,10,3,0,7
54,No,Non-Travel,1275,Human Resources,2,4,Technical Degree,1,479,3,Female,33,1,2,Manufacturing Director,3,Divorced,2608,17052,5,No,Y,23,3,4,0,22,1,1,11,0,0,14
57,No,Non-Travel,414,Research & Development,15,2,Technical Degree,1,480,3,Male,82,2,2,Manager,3,Married,18040,12711,4,No,Y,18,3,1,1,2,3,3,2,8,7,14
28,No,Travel_Rarely,1293,Sales,14,1,Other,1,481,1,Male,36,1,3,Healthcare Representative,1,Single,5931,5300,7,Yes,Y,16,3,4,1,6,6,4,9,6,7,1
25,No,Travel_Frequently,1266,Research & Development,23,4,Marketing,1,482,3,Female,32,3,1,Sales Executive,2,Single,14743,16731,5,Yes,Y,10,3,1,0,36,1,1,11,5,3,7
45,No,Travel_Rarely,1054,Sales,7,2,Technical Degree,1,483,1,Male,96,1,5,Research Scientist,1,Married,4480,16264,1,Yes,Y,24,3,4,1,17,3,2,9,0,5,3
56,No,Non-Travel,541,Human Resources,20,2,Life Sciences,1,484,2,Male,69,3,2,Manufacturing Director,2,Divorced,15090,14702,5,Yes,Y,22,3,2,1,26,1,1,8,1,1,10
25,No,Non-Travel,1237,Human Resources,6,2,Marketing,1,485,4,Female,64,2,5,Research Scientist,4,Divorced,15919,2509,5,No,Y,19,3,1,2,24,5,4,0,14,3,7
52,No,Travel_Frequently,305,Sales,26,4,Medical,1,486,2,Male,71,1,3,Sales Executive,1,Single,13813,15979,8,Yes,Y,13,4,2,1,37,1,2,4,5,7,3
49,No,Travel_Frequently,321,Research & Development,19,2,Medical,1,487,4,Male,86,3,3,Healthcare Representative,2,Divorced,5195,16377,1,Yes,Y,12,3,1,1,3,6,1,7,14,2,0
57,No,Travel_Frequently,917,Human Resources,15,5,Technical Degree,1,488,2,Male,53,4,5,Sales Executive,4,Married,11177,23747,3,Yes,Y,20,3,3,0,25,1,1,2,14,1,1
50,No,Travel_Rarely,1388,Sales,8,5,Medical,1,489,2,Male,47,3,2,Manufacturing Director,4,Married,17856,28068,2,Yes,Y,14,4,3,2,29,2,4,14,1,0,3
43,No,Travel_Frequently,957,Research & Development,2,3,Medical,1,490,2,Female,47,1,2,Research Scientist,1,Divorced,12112,11707,5,Yes,Y,23,3,4,3,8,6,1,15,8,0,7
30,No,Non-Travel,811,Sales,17,2,Marketing,1,491,3,Male,60,3,3,Research Scientist,2,Single,8769,2464,9,Yes,Y,14,3,3,3,35,2,1,15,3,7,12
36,No,Non-Travel,961,Human Resources,22,5,Technical Degree,1,492,1,Female,81,1,4,Laboratory Technician,4,Divorced,17678,17102,6,No,Y,19,3,4,1,38,5,3,11,9,0,14
40,Yes,Travel_Frequently,587,Research & Development,21,4,Other,1,493,4,Male,70,2,4,Sales Executive,3,Married,18140,6414,8,Yes,Y,18,3,3,0,4,4,3,2,6,4,1
35,No,Non-Travel,1323,Research & Development,1,2,Technical Degree,1,494,4,Male,46,1,2,Sales Executive,4,Divorced,2411,12826,9,Yes,Y,19,3,2,1,34,4,1,0,14,4,13
54,No,Travel_Frequently,1480,Sales,1,2,Human Resources,1,495,2,Female,74,3,1,Human Resources,1,Divorced,19014,2562,5,No,Y,10,3,2,1,38,4,3,1,5,6,11
27,No,Non-Travel,1496,Sales,25,4,Human Resources,1,496,2,Female,37,3,3,Human Resources,2,Married,10066,2422,2,No,Y,12,3,3,1,3,4,2,18,1,4,9
40,No,Travel_Frequently,170,Research & Development,23,1,Human Resources,1,497,3,Male,55,4,4,Manufacturing Director,3,Married,6983,16071,7,No,Y,16,3,1,1,31,2,1,10,4,9,9
58,No,Travel_Frequently,867,Human Resources,18,5,Medical,1,498,2,Female,64,3,4,Sales Executive,3,Single,9058,10927,2,No,Y,10,3,1,3,6,5,1,14,10,3,4
27,No,Travel_Frequently,1192,Human Resources,7,5,Other,1,499,1,Male,79,1,3,Laboratory Technician,3,Divorced,14921,13535,6,Yes,Y,11,3,3,0,7,3,1,8,1,2,0
25,No,Travel_Frequently,134,Sales,13,3,Technical Degree,1,500,3,Male,55,3,4,Manufacturing Director,4,Married,4630,25005,8,No,Y,24,3,4,0,17,6,3,13,4,0,10
